rxns	rxnnames	subsystems	keggid	reactomeid	fbasolutiontissuev
HMR_2611	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
CARN140t_m	Tetradecanoyl-l-carnitine:carnitine antiport (Cytosol to mitochondira)	Transport, mitochondrial			1000
HMR_2620	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2621	HMR 2621	Transport, mitochondrial			-0
HMR_2624	HMR 2624	Transport, mitochondrial			-1000
HMR_2633	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2634	HMR 2634	Transport, mitochondrial			-1000
HMR_2644	HMR 2644	Transport, mitochondrial			-1000
HMR_2648	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2649	HMR 2649	Transport, mitochondrial			-0
HMR_2651	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2652	HMR 2652	Transport, mitochondrial			-0
CARN180t_m	Octadecanoyl-l-carnitine:carnitine antiport (Cytosol to mitochondira)	Transport, mitochondrial			-1000
HMR_2657	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
VACCCPT1	Carnitine O-palmitoyltransferase	Fatty acid oxidation			0
HMR_2661	HMR 2661	Transport, mitochondrial			-0
HMR_2666	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2667	HMR 2667	Transport, mitochondrial			-1000
HMR_2669	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2670	HMR 2670	Transport, mitochondrial			-0
HMR_2673	HMR 2673	Transport, mitochondrial			-1000
HMR_2675	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			-0
HMR_2676	HMR 2676	Transport, mitochondrial			-0
HMR_2679	HMR 2679	Transport, mitochondrial			-1000
HMR_2681	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2682	HMR 2682	Transport, mitochondrial			-0
HMR_2684	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2685	HMR 2685	Transport, mitochondrial			-0
HMR_2687	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2688	HMR 2688	Transport, mitochondrial			-0
HMR_2690	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2691	HMR 2691	Transport, mitochondrial			0
HMR_2693	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2695	HMR 2695	Transport, mitochondrial			0
HMR_2699	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			-0
HMR_2700	HMR 2700	Transport, mitochondrial			-0
HMR_2702	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			-0
HMR_2703	HMR 2703	Transport, mitochondrial			-0
HMR_2705	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			-0
HMR_2706	HMR 2706	Transport, mitochondrial			0
HMR_2708	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2709	HMR 2709	Transport, mitochondrial			-0
HMR_2711	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			-0
HMR_2712	HMR 2712	Transport, mitochondrial			-0
HMR_2715	HMR 2715	Transport, mitochondrial			-1000
HMR_2718	HMR 2718	Transport, mitochondrial			-1000
HMR_2722	HMR 2722	Transport, mitochondrial			-1000
HMR_2727	HMR 2727	Transport, mitochondrial			-1000
HMR_2731	HMR 2731	Transport, mitochondrial			-0
HMR_2733	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2734	HMR 2734	Transport, mitochondrial			0
HMR_2736	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2737	HMR 2737	Transport, mitochondrial			0
HMR_2739	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2740	HMR 2740	Transport, mitochondrial			0
CARN1829Z12Zt_m	(9Z,12Z)-octadecadienoyl-l-carnitine:carnitine antiport (Cytosol to mitochondira)	Transport, mitochondrial			-1000
CARN1836Z9Z12Zt_m	(6Z,9Z,12Z)-octadecatrienoyl-l-carnitine:carnitine antiport (Cytosol to mitochondira)	Transport, mitochondrial			-1000
HMR_2753	HMR 2753	Transport, mitochondrial			-1000
HMR_2757	HMR 2757	Transport, mitochondrial			-1000
HMR_2760	HMR 2760	Transport, mitochondrial			-1000
HMR_2764	HMR 2764	Transport, mitochondrial			-1000
HMR_2768	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2769	HMR 2769	Transport, mitochondrial			-0
HMR_2771	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2772	HMR 2772	Transport, mitochondrial			0
HMR_2774	Carnitine O-Palmitoyltransferase	Fatty acid oxidation			0
HMR_2775	HMR 2775	Transport, mitochondrial			0
HMR_2817	HMR 2817	Transport, endoplasmic reticular			-0
HMR_2821	HMR 2821	Transport, endoplasmic reticular			-0
HMR_2851	HMR 2851	Transport, endoplasmic reticular			-0
HMR_2857	HMR 2857	Transport, endoplasmic reticular			-0
HMR_2861	HMR 2861	Transport, endoplasmic reticular			0
HMR_2865	HMR 2865	Transport, endoplasmic reticular			0
HMR_2884	HMR 2884	Transport, endoplasmic reticular			-0
HMR_2888	HMR 2888	Transport, endoplasmic reticular			0
HMR_2942	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2943	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2944	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2945	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2946	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2947	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2948	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2951	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2954	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2955	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2956	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2961	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2962	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2963	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2964	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2965	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2966	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2967	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2968	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2969	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2970	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2971	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2972	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2973	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2974	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2975	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2976	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2977	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2978	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2979	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2980	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2982	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2983	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2985	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2986	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2988	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2989	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2990	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2994	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2998	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_2999	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_3001	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_3002	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_3003	Long-Chain-Fatty-Acid Coenzyme A Ligase	Fatty acid synthesis			0
HMR_3018	HMR 3018	Transport, peroxisomal			0
HMR_3021	HMR 3021	Transport, peroxisomal			0
HMR_3023	HMR 3023	Transport, peroxisomal			0
HMR_3059	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3064	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3068	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3072	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3076	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3096	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3100	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3107	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3109	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3111	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3113	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3115	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3117	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
ACOADH160_m	Acyl-CoA dehydrogenase (16:0)	Fatty acid oxidation			0
HMR_3128	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
ACOADH120_m	Acyl-CoA dehydrogenase (12:0)	Fatty acid oxidation			442.31907449951
ACOADH100_m	Acyl-CoA dehydrogenase (10:0)	Fatty acid oxidation			0
HMR_3149	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
ACOADH60_m	Acyl-CoA dehydrogenase (6:0)	Fatty acid oxidation			0
HMR_3170	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3172	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3174	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3176	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3178	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3180	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3182	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3184	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3186	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3188	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3190	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3192	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3194	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3196	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3198	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3200	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3202	2-Methyl-Branched-Chain-Enoyl Coenzyme A Reductase	Fatty acid oxidation			-0
HMR_3204	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3218	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3220	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3222	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3224	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3230	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3232	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3234	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3236	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3240	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3242	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3244	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3246	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3296	2, 4-Dienoyl Coenzyme A Reductase (NADPH)	Fatty acid oxidation			-0
HMR_3322	2, 4-Dienoyl Coenzyme A Reductase (NADPH)	Fatty acid oxidation			0
HMR_3328	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3332	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3336	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3340	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3344	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3348	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3352	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			0
HMR_3398	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3406	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3407	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3408	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3409	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			0
HMR_3411	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3413	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3414	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3416	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3421	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			0
HMR_3422	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			0
HMR_3423	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3424	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3425	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3426	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			0
HMR_3427	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			0
HMR_3428	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			0
HMR_3429	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3431	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3432	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3433	Enoyl Coenzyme A Hydratase	Fatty acid oxidation			-0
HMR_3446	2, 4-Dienoyl Coenzyme A Reductase (NADPH)	Fatty acid synthesis			-0
HMR_3447	Dodecenoyl Coenzyme A Isomerase	Fatty acid synthesis			-0
HMR_3448	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid synthesis			0
HMR_3450	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid synthesis			-0
HMR_3452	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid synthesis			0
HMR_3454	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid synthesis			-0
HMR_3456	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid synthesis			0
HMR_3457	2, 4-Dienoyl Coenzyme A Reductase (NADPH)	Fatty acid synthesis			0
HMR_3522	Medium-Chain Acyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
HMR_3625	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3626	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3627	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3628	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3629	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3630	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3631	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3633	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3635	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3636	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3637	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3639	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3640	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3642	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3644	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3645	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3646	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3647	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3648	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3649	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3650	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3651	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3652	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3653	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3654	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3655	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3656	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3657	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3658	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3659	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3660	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3662	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3663	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3664	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3665	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3666	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3667	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3668	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3669	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3670	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3675	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3677	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3678	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3679	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3680	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3681	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3682	Acyl Coenzyme A:Cholesterol O-Acyltransferase	Cholesterol metabolism			0
HMR_3684	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3685	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3686	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3687	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3688	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3689	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3690	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3692	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3694	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3695	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3696	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3698	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3699	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3701	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3703	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3704	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3705	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3706	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3707	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3708	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3709	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3710	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3711	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3712	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3713	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3714	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3715	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3716	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3717	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3718	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3719	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3721	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3722	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3723	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3724	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3725	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3726	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3727	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3728	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3729	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3734	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3736	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3737	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3738	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3739	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3740	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3741	Steryl-Ester Acylhydrolase	Cholesterol metabolism			0
HMR_3855	Propane-1, 2-Diol:NAD+ 1-Oxidoreductase	Pyruvate metabolism			0
HMR_3859	(R)-Lactate:Ferricytochrome-C 2-Oxidoreductase	Pyruvate metabolism			819.742780895309
HMR_3864	HMR 3864	Transport, mitochondrial			0
HMR_3951	HMR 3951	Transport, extracellular			1000
HMR_3953	HMR 3953	Transport, endoplasmic reticular			-13.7
HMR_3966	Nucleoside-Triphosphate Diphosphatase	Nucleotide metabolism			0
